data_coleta,coletado_em,ipca_12m,ipca_periodo,selic,selic_periodo,pib_qoq,pib_periodo,desemprego,desemprego_periodo,divida_pib,divida_periodo
2026-09-17,2026-09-17T09:59:09.039379-03:00,4.22,202608,13.75,04/11/2026,0.5,202602,5.3,202607,82.56,01/07/2026
