CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,TIPO_DEMONSTRATIVO
00.080.671/0001-00,2024-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1,Ativo Total,7027204000.0,S,ind
00.080.671/0001-00,2024-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1,Ativo Total,7220957000.0,S,con
00.080.671/0001-00,2024-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01,Ativo Circulante,4490720000.0,S,ind
00.080.671/0001-00,2024-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01,Ativo Circulante,4699909000.0,S,con
00.080.671/0001-00,2024-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02,Ativo Não Circulante,2536484000.0,S,ind
00.080.671/0001-00,2024-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02,Ativo Não Circulante,2521048000.0,S,con
00.080.671/0001-00,2025-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2025-12-31,1,Ativo Total,6956916000.0,S,ind
00.080.671/0001-00,2025-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2025-12-31,1,Ativo Total,7068495000.0,S,con
00.080.671/0001-00,2025-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2025-12-31,1.01,Ativo Circulante,4226279000.0,S,ind
00.080.671/0001-00,2025-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2025-12-31,1.01,Ativo Circulante,4389286000.0,S,con
00.080.671/0001-00,2025-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2025-12-31,1.02,Ativo Não Circulante,2730637000.0,S,ind
00.080.671/0001-00,2025-12-31,1,CARAMURU ALIMENTOS S.A.,026190,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2025-12-31,1.02,Ativo Não Circulante,2679209000.0,S,con
00.194.724/0001-13,2024-12-31,1,AUREN OPERAÇÕES S.A.,026174,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1,Ativo Total,8729701000.0,S,ind
00.194.724/0001-13,2024-12-31,1,AUREN OPERAÇÕES S.A.,026174,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1,Ativo Total,11078243000.0,S,con
00.194.724/0001-13,2024-12-31,1,AUREN OPERAÇÕES S.A.,026174,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01,Ativo Circulante,1013622000.0,S,ind
00.194.724/0001-13,2024-12-31,1,AUREN OPERAÇÕES S.A.,026174,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01,Ativo Circulante,1944198000.0,S,con
00.194.724/0001-13,2024-12-31,1,AUREN OPERAÇÕES S.A.,026174,DF Individual - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02,Ativo Não Circulante,7716079000.0,S,ind
